"response","slide_type","workerid","image","audio","Answer.condition","Answer.time_in_minutes","slide_number","speaker_cond"
"[1390, 'No']","trial_2",10,"2","twelve.wav","no_QUD",7.88486666666667,81,"age2_no"
"[1277, 'No']","trial_2",10,"5","nine.wav","no_QUD",7.88486666666667,82,"age2_no"
"[0, 'Sarah']","bot_check",11,"Sarah","","no_QUD",15.1566166666667,1,"age2_no"
"[0, 'Four']","audio_check",11,"","","no_QUD",15.1566166666667,3,"age2_no"
"[2622, 'No']","practice_trial",11,"13","none.wav","no_QUD",15.1566166666667,6,"age2_no"
"[2194, 'Yes']","practice_trial",11,"13","all.wav","no_QUD",15.1566166666667,7,"age2_no"
"[2099, 'No']","practice_trial",11,"0","all.wav","no_QUD",15.1566166666667,8,"age2_no"
"[2256, 'Yes']","practice_trial",11,"0","none.wav","no_QUD",15.1566166666667,9,"age2_no"
"[2145, 'Yes']","trial_1",11,"13","all.wav","no_QUD",15.1566166666667,11,"age2_no"
"[2281, 'Yes']","trial_1",11,"2","two.wav","no_QUD",15.1566166666667,12,"age2_no"
"[2274, 'Yes']","trial_1",11,"13","all.wav","no_QUD",15.1566166666667,13,"age2_no"
"[2161, 'No']","trial_1",11,"13","summa.wav","no_QUD",15.1566166666667,14,"age2_no"
"[2188, 'No']","trial_1",11,"0","five.wav","no_QUD",15.1566166666667,15,"age2_no"
"[2146, 'Yes']","trial_1",11,"2","two.wav","no_QUD",15.1566166666667,16,"age2_no"
"[2037, 'No']","trial_1",11,"8","none.wav","no_QUD",15.1566166666667,17,"age2_no"
"[2212, 'Yes']","trial_1",11,"0","none.wav","no_QUD",15.1566166666667,18,"age2_no"
"[5612, 'No']","trial_1",11,"11","thirteen.wav","no_QUD",15.1566166666667,19,"age2_no"
"[2355, 'No']","trial_1",11,"8","eleven.wav","no_QUD",15.1566166666667,20,"age2_no"
"[3613, 'No']","trial_1",11,"13","summa.wav","no_QUD",15.1566166666667,21,"age2_no"
"[1994, 'Yes']","trial_1",11,"8","eight.wav","no_QUD",15.1566166666667,22,"age2_no"
"[2062, 'No']","trial_1",11,"5","four.wav","no_QUD",15.1566166666667,23,"age2_no"
"[1983, 'No']","trial_1",11,"5","all.wav","no_QUD",15.1566166666667,24,"age2_no"
"[3755, 'No']","trial_1",11,"13","eight.wav","no_QUD",15.1566166666667,25,"age2_no"
"[2448, 'Yes']","trial_1",11,"8","summa.wav","no_QUD",15.1566166666667,26,"age2_no"
"[2239, 'No']","trial_1",11,"0","summa.wav","no_QUD",15.1566166666667,27,"age2_no"
"[2011, 'No']","trial_1",11,"2","all.wav","no_QUD",15.1566166666667,28,"age2_no"
"[1828, 'Yes']","trial_1",11,"13","all.wav","no_QUD",15.1566166666667,29,"age2_no"
"[1988, 'No']","trial_1",11,"11","all.wav","no_QUD",15.1566166666667,30,"age2_no"
"[2024, 'Yes']","trial_1",11,"5","five.wav","no_QUD",15.1566166666667,31,"age2_no"
"[4399, 'Yes']","trial_1",11,"11","eleven.wav","no_QUD",15.1566166666667,32,"age2_no"
"[2096, 'No']","trial_1",11,"11","none.wav","no_QUD",15.1566166666667,33,"age2_no"
"[2246, 'No']","trial_1",11,"0","summa.wav","no_QUD",15.1566166666667,34,"age2_no"
"[1986, 'Yes']","trial_1",11,"13","all.wav","no_QUD",15.1566166666667,35,"age2_no"
"[2217, 'Yes']","trial_1",11,"8","eight.wav","no_QUD",15.1566166666667,36,"age2_no"
"[1898, 'Yes']","trial_1",11,"2","two.wav","no_QUD",15.1566166666667,37,"age2_no"
"[2766, 'Yes']","trial_1",11,"5","summa.wav","no_QUD",15.1566166666667,38,"age2_no"
"[1767, 'Yes']","trial_1",11,"2","two.wav","no_QUD",15.1566166666667,39,"age2_no"
"[3996, 'No']","trial_1",11,"13","summa.wav","no_QUD",15.1566166666667,40,"age2_no"
"[2318, 'No']","trial_1",11,"5","ten.wav","no_QUD",15.1566166666667,41,"age2_no"
"[2358, 'No']","trial_1",11,"0","all.wav","no_QUD",15.1566166666667,42,"age2_no"
"[2199, 'Yes']","trial_1",11,"0","none.wav","no_QUD",15.1566166666667,43,"age2_no"
"[3530, 'No']","trial_1",11,"11","seven.wav","no_QUD",15.1566166666667,44,"age2_no"
"[2288, 'No']","trial_1",11,"13","summa.wav","no_QUD",15.1566166666667,45,"age2_no"
"[2602, 'No']","trial_1",11,"0","eleven.wav","no_QUD",15.1566166666667,46,"age2_no"
"[1887, 'Yes']","trial_2",11,"8","eight.wav","no_QUD",15.1566166666667,47,"age2_no"
"[2413, 'No']","trial_2",11,"13","summa.wav","no_QUD",15.1566166666667,48,"age2_no"
"[2299, 'Yes']","trial_2",11,"0","none.wav","no_QUD",15.1566166666667,49,"age2_no"
"[2124, 'Yes']","trial_2",11,"13","all.wav","no_QUD",15.1566166666667,50,"age2_no"
"[2388, 'No']","trial_2",11,"13","none.wav","no_QUD",15.1566166666667,51,"age2_no"
"[4321, 'No']","trial_2",11,"13","ten.wav","no_QUD",15.1566166666667,52,"age2_no"
"[2449, 'Yes']","trial_2",11,"5","five.wav","no_QUD",15.1566166666667,53,"age2_no"
"[2215, 'No']","trial_2",11,"5","two.wav","no_QUD",15.1566166666667,54,"age2_no"
"[2864, 'No']","trial_2",11,"13","summa.wav","no_QUD",15.1566166666667,55,"age2_no"
"[2239, 'Yes']","trial_2",11,"2","two.wav","no_QUD",15.1566166666667,56,"age2_no"
"[2038, 'No']","trial_2",11,"8","all.wav","no_QUD",15.1566166666667,57,"age2_no"
"[2234, 'No']","trial_2",11,"5","all.wav","no_QUD",15.1566166666667,58,"age2_no"
"[2644, 'Yes']","trial_2",11,"2","summa.wav","no_QUD",15.1566166666667,59,"age2_no"
"[2382, 'Yes']","trial_2",11,"13","all.wav","no_QUD",15.1566166666667,60,"age2_no"
"[2412, 'Yes']","trial_2",11,"8","eight.wav","no_QUD",15.1566166666667,61,"age2_no"
"[2169, 'No']","trial_2",11,"0","summa.wav","no_QUD",15.1566166666667,62,"age2_no"
"[2210, 'No']","trial_2",11,"0","three.wav","no_QUD",15.1566166666667,63,"age2_no"
"[2141, 'No']","trial_2",11,"11","one.wav","no_QUD",15.1566166666667,64,"age2_no"
"[2224, 'Yes']","trial_2",11,"13","all.wav","no_QUD",15.1566166666667,65,"age2_no"
"[2153, 'Yes']","trial_2",11,"2","two.wav","no_QUD",15.1566166666667,66,"age2_no"
"[2116, 'No']","trial_2",11,"2","none.wav","no_QUD",15.1566166666667,67,"age2_no"
"[4006, 'Yes']","trial_2",11,"8","eight.wav","no_QUD",15.1566166666667,68,"age2_no"
"[2261, 'No']","trial_2",11,"13","five.wav","no_QUD",15.1566166666667,69,"age2_no"
"[2103, 'No']","trial_2",11,"8","two.wav","no_QUD",15.1566166666667,70,"age2_no"
"[3017, 'Yes']","trial_2",11,"11","summa.wav","no_QUD",15.1566166666667,71,"age2_no"
"[3040, 'No']","trial_2",11,"5","nine.wav","no_QUD",15.1566166666667,72,"age2_no"
"[2268, 'Yes']","trial_2",11,"5","five.wav","no_QUD",15.1566166666667,73,"age2_no"
"[2363, 'Yes']","trial_2",11,"13","all.wav","no_QUD",15.1566166666667,74,"age2_no"
"[2267, 'No']","trial_2",11,"0","all.wav","no_QUD",15.1566166666667,75,"age2_no"
"[4579, 'Yes']","trial_2",11,"11","eleven.wav","no_QUD",15.1566166666667,76,"age2_no"
"[2403, 'No']","trial_2",11,"2","twelve.wav","no_QUD",15.1566166666667,77,"age2_no"
"[2559, 'No']","trial_2",11,"13","summa.wav","no_QUD",15.1566166666667,78,"age2_no"
"[2114, 'No']","trial_2",11,"0","summa.wav","no_QUD",15.1566166666667,79,"age2_no"
"[2527, 'No']","trial_2",11,"11","all.wav","no_QUD",15.1566166666667,80,"age2_no"
"[3007, 'No']","trial_2",11,"13","summa.wav","no_QUD",15.1566166666667,81,"age2_no"
"[2432, 'Yes']","trial_2",11,"0","none.wav","no_QUD",15.1566166666667,82,"age2_no"
