response,Answer.time_in_minutes,slide_type,slide_number,workerid,audio,Answer.condition,image
"[2384, 'No']",16.448516666666666,trial_2,60,73,one.wav,age2-allQUD,11
"[3743, 'Yes']",16.448516666666666,trial_2,61,73,eight.wav,age2-allQUD,8
"[1630, 'No']",16.448516666666666,trial_2,62,73,three.wav,age2-allQUD,0
"[1644, 'No']",16.448516666666666,trial_2,63,73,all.wav,age2-allQUD,5
"[2989, 'Yes']",16.448516666666666,trial_2,64,73,five.wav,age2-allQUD,5
"[1646, 'No']",16.448516666666666,trial_2,65,73,summa.wav,age2-allQUD,13
"[1838, 'No']",16.448516666666666,trial_2,66,73,all.wav,age2-allQUD,0
"[2451, 'Yes']",16.448516666666666,trial_2,67,73,summa.wav,age2-allQUD,11
"[9084, 'Yes']",16.448516666666666,trial_2,68,73,eight.wav,age2-allQUD,8
"[2134, 'No']",16.448516666666666,trial_2,69,73,five.wav,age2-allQUD,13
"[1825, 'Yes']",16.448516666666666,trial_2,70,73,none.wav,age2-allQUD,0
"[2101, 'No']",16.448516666666666,trial_2,71,73,summa.wav,age2-allQUD,13
"[2318, 'No']",16.448516666666666,trial_2,72,73,all.wav,age2-allQUD,11
"[6206, 'No']",16.448516666666666,trial_2,73,73,twelve.wav,age2-allQUD,2
"[2282, 'No']",16.448516666666666,trial_2,74,73,none.wav,age2-allQUD,2
"[1855, 'No']",16.448516666666666,trial_2,75,73,summa.wav,age2-allQUD,13
"[2988, 'Yes']",16.448516666666666,trial_2,76,73,eleven.wav,age2-allQUD,11
"[4324, 'No']",16.448516666666666,trial_2,77,73,nine.wav,age2-allQUD,5
"[1674, 'Yes']",16.448516666666666,trial_2,78,73,all.wav,age2-allQUD,13
"[1945, 'Yes']",16.448516666666666,trial_2,79,73,all.wav,age2-allQUD,13
"[1754, 'Yes']",16.448516666666666,trial_2,80,73,two.wav,age2-allQUD,2
"[1604, 'No']",16.448516666666666,trial_2,81,73,summa.wav,age2-allQUD,0
"[2219, 'Yes']",16.448516666666666,trial_2,82,73,five.wav,age2-allQUD,5
"[1781, 'No']",16.448516666666666,trial_2,83,73,two.wav,age2-allQUD,8
"[0, 'Mary']",13.7269,bot_check,1,74,,age2-allQUD,Mary
"[0, 'Four']",13.7269,audio_check,3,74,,age2-allQUD,
"[0, 'Empty']",13.7269,comprehension_check_1,4,74,,age2-allQUD,
"[2132, 'No']",13.7269,practice_trial,6,74,none.wav,age2-allQUD,13
"[1397, 'Yes']",13.7269,practice_trial,7,74,all.wav,age2-allQUD,13
"[1390, 'No']",13.7269,practice_trial,8,74,all.wav,age2-allQUD,0
"[1980, 'Yes']",13.7269,practice_trial,9,74,none.wav,age2-allQUD,0
"[1906, 'Yes']",13.7269,trial_1,11,74,summa.wav,age2-allQUD,8
"[1758, 'Yes']",13.7269,trial_1,12,74,two.wav,age2-allQUD,2
"[1786, 'No']",13.7269,trial_1,13,74,four.wav,age2-allQUD,5
"[3751, 'No']",13.7269,trial_1,14,74,eight.wav,age2-allQUD,13
"[2253, 'Yes']",13.7269,trial_1,15,74,none.wav,age2-allQUD,0
"[1791, 'No']",13.7269,trial_1,16,74,summa.wav,age2-allQUD,0
"[1695, 'No']",13.7269,trial_1,17,74,none.wav,age2-allQUD,8
"[3207, 'No']",13.7269,trial_1,18,74,summa.wav,age2-allQUD,13
"[1352, 'Yes']",13.7269,trial_1,19,74,all.wav,age2-allQUD,13
"[1671, 'No']",13.7269,trial_1,20,74,all.wav,age2-allQUD,5
"[3021, 'No']",13.7269,trial_1,21,74,eleven.wav,age2-allQUD,8
"[4343, 'No']",13.7269,trial_1,22,74,thirteen.wav,age2-allQUD,11
"[1676, 'No']",13.7269,trial_1,23,74,all.wav,age2-allQUD,2
"[1378, 'Yes']",13.7269,trial_1,24,74,all.wav,age2-allQUD,13
"[2254, 'Yes']",13.7269,trial_1,25,74,eight.wav,age2-allQUD,8
"[6003, 'No']",13.7269,trial_1,26,74,summa.wav,age2-allQUD,13
"[1674, 'No']",13.7269,trial_1,27,74,five.wav,age2-allQUD,0
"[1547, 'Yes']",13.7269,trial_1,28,74,two.wav,age2-allQUD,2
"[4740, 'No']",13.7269,trial_1,29,74,summa.wav,age2-allQUD,13
"[1619, 'No']",13.7269,trial_1,30,74,all.wav,age2-allQUD,11
"[2453, 'Yes']",13.7269,trial_1,31,74,summa.wav,age2-allQUD,5
"[2598, 'Yes']",13.7269,trial_1,32,74,eight.wav,age2-allQUD,8
"[1492, 'Yes']",13.7269,trial_1,33,74,two.wav,age2-allQUD,2
"[4093, 'Yes']",13.7269,trial_1,34,74,eleven.wav,age2-allQUD,11
"[1967, 'Yes']",13.7269,trial_1,35,74,none.wav,age2-allQUD,0
"[3746, 'No']",13.7269,trial_1,36,74,seven.wav,age2-allQUD,11
"[1798, 'No']",13.7269,trial_1,37,74,summa.wav,age2-allQUD,0
"[1934, 'No']",13.7269,trial_1,38,74,eleven.wav,age2-allQUD,0
"[2723, 'No']",13.7269,trial_1,39,74,all.wav,age2-allQUD,0
"[1755, 'Yes']",13.7269,trial_1,40,74,all.wav,age2-allQUD,13
"[1898, 'Yes']",13.7269,trial_1,41,74,five.wav,age2-allQUD,5
"[2257, 'No']",13.7269,trial_1,42,74,summa.wav,age2-allQUD,13
"[1739, 'Yes']",13.7269,trial_1,43,74,two.wav,age2-allQUD,2
"[1698, 'No']",13.7269,trial_1,44,74,ten.wav,age2-allQUD,5
"[1858, 'Yes']",13.7269,trial_1,45,74,all.wav,age2-allQUD,13
"[1874, 'No']",13.7269,trial_1,46,74,none.wav,age2-allQUD,11
"[0, 'Empty']",13.7269,comprehension_check_2,47,74,,age2-allQUD,
"[1683, 'No']",13.7269,trial_2,48,74,summa.wav,age2-allQUD,0
"[2806, 'No']",13.7269,trial_2,49,74,summa.wav,age2-allQUD,2
"[1484, 'Yes']",13.7269,trial_2,50,74,all.wav,age2-allQUD,13
"[1749, 'No']",13.7269,trial_2,51,74,all.wav,age2-allQUD,8
"[1513, 'Yes']",13.7269,trial_2,52,74,two.wav,age2-allQUD,2
"[3614, 'No']",13.7269,trial_2,53,74,two.wav,age2-allQUD,5
"[3282, 'No']",13.7269,trial_2,54,74,ten.wav,age2-allQUD,13
"[2876, 'No']",13.7269,trial_2,55,74,one.wav,age2-allQUD,11
"[1553, 'Yes']",13.7269,trial_2,56,74,none.wav,age2-allQUD,0
"[1242, 'Yes']",13.7269,trial_2,57,74,all.wav,age2-allQUD,13
"[1847, 'Yes']",13.7269,trial_2,58,74,eight.wav,age2-allQUD,8
"[1675, 'No']",13.7269,trial_2,59,74,all.wav,age2-allQUD,5
"[1650, 'No']",13.7269,trial_2,60,74,none.wav,age2-allQUD,13
"[2715, 'Yes']",13.7269,trial_2,61,74,five.wav,age2-allQUD,5
"[1579, 'No']",13.7269,trial_2,62,74,three.wav,age2-allQUD,0
"[2789, 'No']",13.7269,trial_2,63,74,summa.wav,age2-allQUD,13
"[1750, 'Yes']",13.7269,trial_2,64,74,eight.wav,age2-allQUD,8
"[1946, 'No']",13.7269,trial_2,65,74,summa.wav,age2-allQUD,13
"[1901, 'No']",13.7269,trial_2,66,74,nine.wav,age2-allQUD,5
"[4498, 'Yes']",13.7269,trial_2,67,74,eleven.wav,age2-allQUD,11
"[1818, 'No']",13.7269,trial_2,68,74,two.wav,age2-allQUD,8
"[1375, 'Yes']",13.7269,trial_2,69,74,all.wav,age2-allQUD,13
"[1974, 'Yes']",13.7269,trial_2,70,74,all.wav,age2-allQUD,13
"[1540, 'No']",13.7269,trial_2,71,74,summa.wav,age2-allQUD,0
"[1507, 'Yes']",13.7269,trial_2,72,74,two.wav,age2-allQUD,2
"[2626, 'No']",13.7269,trial_2,73,74,summa.wav,age2-allQUD,13
"[2103, 'Yes']",13.7269,trial_2,74,74,none.wav,age2-allQUD,0
"[1896, 'No']",13.7269,trial_2,75,74,all.wav,age2-allQUD,0
"[3732, 'Yes']",13.7269,trial_2,76,74,eight.wav,age2-allQUD,8
"[1890, 'No']",13.7269,trial_2,77,74,summa.wav,age2-allQUD,13
"[2823, 'Yes']",13.7269,trial_2,78,74,summa.wav,age2-allQUD,11
"[2900, 'No']",13.7269,trial_2,79,74,five.wav,age2-allQUD,13
"[1571, 'Yes']",13.7269,trial_2,80,74,five.wav,age2-allQUD,5
"[1784, 'No']",13.7269,trial_2,81,74,all.wav,age2-allQUD,11
"[2060, 'No']",13.7269,trial_2,82,74,twelve.wav,age2-allQUD,2
"[2058, 'No']",13.7269,trial_2,83,74,none.wav,age2-allQUD,2
"[0, 'Margaret']",13.467016666666666,bot_check,1,75,,age2-allQUD,Margaret
"[0, 'Four']",13.467016666666666,audio_check,3,75,,age2-allQUD,
"[0, 'Empty']",13.467016666666666,comprehension_check_1,4,75,,age2-allQUD,
"[4897, 'No']",13.467016666666666,practice_trial,6,75,none.wav,age2-allQUD,13
"[1937, 'Yes']",13.467016666666666,practice_trial,7,75,all.wav,age2-allQUD,13
"[2049, 'No']",13.467016666666666,practice_trial,8,75,all.wav,age2-allQUD,0
"[2125, 'Yes']",13.467016666666666,practice_trial,9,75,none.wav,age2-allQUD,0
"[4107, 'No']",13.467016666666666,trial_1,11,75,summa.wav,age2-allQUD,0
"[2199, 'Yes']",13.467016666666666,trial_1,12,75,two.wav,age2-allQUD,2
"[6475, 'No']",13.467016666666666,trial_1,13,75,summa.wav,age2-allQUD,13
"[1747, 'Yes']",13.467016666666666,trial_1,14,75,all.wav,age2-allQUD,13
"[1791, 'No']",13.467016666666666,trial_1,15,75,all.wav,age2-allQUD,5
"[4277, 'No']",13.467016666666666,trial_1,16,75,four.wav,age2-allQUD,5
"[1675, 'Yes']",13.467016666666666,trial_1,17,75,none.wav,age2-allQUD,0
"[1637, 'Yes']",13.467016666666666,trial_1,18,75,summa.wav,age2-allQUD,8
"[3925, 'No']",13.467016666666666,trial_1,19,75,eleven.wav,age2-allQUD,8
"[1608, 'Yes']",13.467016666666666,trial_1,20,75,two.wav,age2-allQUD,2
"[3189, 'No']",13.467016666666666,trial_1,21,75,five.wav,age2-allQUD,0
"[2433, 'No']",13.467016666666666,trial_1,22,75,all.wav,age2-allQUD,2
"[2221, 'Yes']",13.467016666666666,trial_1,23,75,eight.wav,age2-allQUD,8
"[3478, 'No']",13.467016666666666,trial_1,24,75,none.wav,age2-allQUD,8
"[2905, 'No']",13.467016666666666,trial_1,25,75,eight.wav,age2-allQUD,13
"[4963, 'No']",13.467016666666666,trial_1,26,75,thirteen.wav,age2-allQUD,11
"[3236, 'No']",13.467016666666666,trial_1,27,75,summa.wav,age2-allQUD,13
"[1741, 'Yes']",13.467016666666666,trial_1,28,75,all.wav,age2-allQUD,13
"[2552, 'No']",13.467016666666666,trial_1,29,75,seven.wav,age2-allQUD,11
"[2086, 'Yes']",13.467016666666666,trial_1,30,75,none.wav,age2-allQUD,0
"[2154, 'No']",13.467016666666666,trial_1,31,75,eleven.wav,age2-allQUD,0
"[1708, 'No']",13.467016666666666,trial_1,32,75,ten.wav,age2-allQUD,5
"[4019, 'Yes']",13.467016666666666,trial_1,33,75,eleven.wav,age2-allQUD,11
"[1891, 'No']",13.467016666666666,trial_1,34,75,none.wav,age2-allQUD,11
"[1540, 'Yes']",13.467016666666666,trial_1,35,75,all.wav,age2-allQUD,13
"[1617, 'Yes']",13.467016666666666,trial_1,36,75,summa.wav,age2-allQUD,5
"[1507, 'No']",13.467016666666666,trial_1,37,75,all.wav,age2-allQUD,0
"[1963, 'No']",13.467016666666666,trial_1,38,75,all.wav,age2-allQUD,11
"[2396, 'No']",13.467016666666666,trial_1,39,75,summa.wav,age2-allQUD,13
"[1618, 'Yes']",13.467016666666666,trial_1,40,75,five.wav,age2-allQUD,5
"[1512, 'Yes']",13.467016666666666,trial_1,41,75,two.wav,age2-allQUD,2
"[2963, 'Yes']",13.467016666666666,trial_1,42,75,eight.wav,age2-allQUD,8
"[1533, 'Yes']",13.467016666666666,trial_1,43,75,two.wav,age2-allQUD,2
"[1629, 'No']",13.467016666666666,trial_1,44,75,summa.wav,age2-allQUD,0
"[1433, 'Yes']",13.467016666666666,trial_1,45,75,all.wav,age2-allQUD,13
"[1907, 'No']",13.467016666666666,trial_1,46,75,summa.wav,age2-allQUD,13
"[0, 'Empty']",13.467016666666666,comprehension_check_2,47,75,,age2-allQUD,
"[2221, 'Yes']",13.467016666666666,trial_2,48,75,all.wav,age2-allQUD,13
"[1579, 'No']",13.467016666666666,trial_2,49,75,three.wav,age2-allQUD,0
"[1609, 'No']",13.467016666666666,trial_2,50,75,summa.wav,age2-allQUD,0
"[1917, 'No']",13.467016666666666,trial_2,51,75,summa.wav,age2-allQUD,13
"[1385, 'Yes']",13.467016666666666,trial_2,52,75,all.wav,age2-allQUD,13
"[1641, 'No']",13.467016666666666,trial_2,53,75,one.wav,age2-allQUD,11
"[1638, 'No']",13.467016666666666,trial_2,54,75,all.wav,age2-allQUD,5
"[1429, 'Yes']",13.467016666666666,trial_2,55,75,none.wav,age2-allQUD,0
"[1451, 'Yes']",13.467016666666666,trial_2,56,75,five.wav,age2-allQUD,5
"[2151, 'Yes']",13.467016666666666,trial_2,57,75,eight.wav,age2-allQUD,8
"[1587, 'No']",13.467016666666666,trial_2,58,75,none.wav,age2-allQUD,13
"[1652, 'Yes']",13.467016666666666,trial_2,59,75,summa.wav,age2-allQUD,2
"[1531, 'No']",13.467016666666666,trial_2,60,75,two.wav,age2-allQUD,5
"[1465, 'Yes']",13.467016666666666,trial_2,61,75,two.wav,age2-allQUD,2
"[2058, 'No']",13.467016666666666,trial_2,62,75,ten.wav,age2-allQUD,13
"[1542, 'No']",13.467016666666666,trial_2,63,75,all.wav,age2-allQUD,8
"[2668, 'Yes']",13.467016666666666,trial_2,64,75,eight.wav,age2-allQUD,8
"[2522, 'No']",13.467016666666666,trial_2,65,75,summa.wav,age2-allQUD,13
"[1706, 'No']",13.467016666666666,trial_2,66,75,nine.wav,age2-allQUD,5
"[1622, 'No']",13.467016666666666,trial_2,67,75,twelve.wav,age2-allQUD,2
"[6351, 'Yes']",13.467016666666666,trial_2,68,75,eleven.wav,age2-allQUD,11
"[1762, 'Yes']",13.467016666666666,trial_2,69,75,five.wav,age2-allQUD,5
"[1552, 'No']",13.467016666666666,trial_2,70,75,summa.wav,age2-allQUD,13
"[1482, 'No']",13.467016666666666,trial_2,71,75,summa.wav,age2-allQUD,13
"[1953, 'No']",13.467016666666666,trial_2,72,75,all.wav,age2-allQUD,11
"[2724, 'No']",13.467016666666666,trial_2,73,75,none.wav,age2-allQUD,2
"[1445, 'Yes']",13.467016666666666,trial_2,74,75,all.wav,age2-allQUD,13
"[1999, 'No']",13.467016666666666,trial_2,75,75,two.wav,age2-allQUD,8
"[1651, 'No']",13.467016666666666,trial_2,76,75,five.wav,age2-allQUD,13
"[1405, 'Yes']",13.467016666666666,trial_2,77,75,all.wav,age2-allQUD,13
"[1368, 'No']",13.467016666666666,trial_2,78,75,summa.wav,age2-allQUD,0
"[1599, 'Yes']",13.467016666666666,trial_2,79,75,summa.wav,age2-allQUD,11
"[2442, 'Yes']",13.467016666666666,trial_2,80,75,eight.wav,age2-allQUD,8
"[1576, 'Yes']",13.467016666666666,trial_2,81,75,none.wav,age2-allQUD,0
"[1426, 'Yes']",13.467016666666666,trial_2,82,75,two.wav,age2-allQUD,2
"[1429, 'No']",13.467016666666666,trial_2,83,75,all.wav,age2-allQUD,0
"[0, 'MARY']",12.379233333333334,bot_check,1,76,,age2-allQUD,Mary
"[0, 'Four']",12.379233333333334,audio_check,3,76,,age2-allQUD,
"[0, 'Empty']",12.379233333333334,comprehension_check_1,4,76,,age2-allQUD,
"[2510, 'Yes']",12.379233333333334,practice_trial,6,76,none.wav,age2-allQUD,13
"[2674, 'Yes']",12.379233333333334,practice_trial,7,76,all.wav,age2-allQUD,13
"[2094, 'No']",12.379233333333334,practice_trial,8,76,all.wav,age2-allQUD,0
"[1469, 'Yes']",12.379233333333334,practice_trial,9,76,none.wav,age2-allQUD,0
"[1845, 'Yes']",12.379233333333334,trial_1,11,76,summa.wav,age2-allQUD,13
"[3217, 'Yes']",12.379233333333334,trial_1,12,76,eight.wav,age2-allQUD,8
"[2394, 'Yes']",12.379233333333334,trial_1,13,76,summa.wav,age2-allQUD,13
"[1393, 'Yes']",12.379233333333334,trial_1,14,76,summa.wav,age2-allQUD,8
"[914, 'Yes']",12.379233333333334,trial_1,15,76,none.wav,age2-allQUD,0
"[1545, 'No']",12.379233333333334,trial_1,16,76,all.wav,age2-allQUD,2
"[1268, 'No']",12.379233333333334,trial_1,17,76,five.wav,age2-allQUD,0
"[876, 'Yes']",12.379233333333334,trial_1,18,76,two.wav,age2-allQUD,2
"[2282, 'Yes']",12.379233333333334,trial_1,19,76,thirteen.wav,age2-allQUD,11
"[4180, 'No']",12.379233333333334,trial_1,20,76,eleven.wav,age2-allQUD,8
"[800, 'Yes']",12.379233333333334,trial_1,21,76,all.wav,age2-allQUD,13
"[1311, 'No']",12.379233333333334,trial_1,22,76,summa.wav,age2-allQUD,0
"[1410, 'No']",12.379233333333334,trial_1,23,76,all.wav,age2-allQUD,5
"[1017, 'Yes']",12.379233333333334,trial_1,24,76,two.wav,age2-allQUD,2
"[1350, 'Yes']",12.379233333333334,trial_1,25,76,all.wav,age2-allQUD,13
"[1563, 'No']",12.379233333333334,trial_1,26,76,none.wav,age2-allQUD,8
"[2114, 'No']",12.379233333333334,trial_1,27,76,eight.wav,age2-allQUD,13
"[2159, 'No']",12.379233333333334,trial_1,28,76,four.wav,age2-allQUD,5
"[1444, 'No']",12.379233333333334,trial_1,29,76,ten.wav,age2-allQUD,5
"[1631, 'Yes']",12.379233333333334,trial_1,30,76,none.wav,age2-allQUD,0
"[1087, 'Yes']",12.379233333333334,trial_1,31,76,all.wav,age2-allQUD,13
"[1548, 'Yes']",12.379233333333334,trial_1,32,76,all.wav,age2-allQUD,13
"[2983, 'No']",12.379233333333334,trial_1,33,76,seven.wav,age2-allQUD,11
"[1758, 'Yes']",12.379233333333334,trial_1,34,76,five.wav,age2-allQUD,5
"[1550, 'No']",12.379233333333334,trial_1,35,76,eleven.wav,age2-allQUD,0
"[1352, 'No']",12.379233333333334,trial_1,36,76,summa.wav,age2-allQUD,0
"[1300, 'Yes']",12.379233333333334,trial_1,37,76,two.wav,age2-allQUD,2
"[1981, 'Yes']",12.379233333333334,trial_1,38,76,eight.wav,age2-allQUD,8
"[865, 'Yes']",12.379233333333334,trial_1,39,76,two.wav,age2-allQUD,2
"[1530, 'Yes']",12.379233333333334,trial_1,40,76,summa.wav,age2-allQUD,5
"[2404, 'Yes']",12.379233333333334,trial_1,41,76,summa.wav,age2-allQUD,13
"[1259, 'Yes']",12.379233333333334,trial_1,42,76,summa.wav,age2-allQUD,13
"[1452, 'No']",12.379233333333334,trial_1,43,76,all.wav,age2-allQUD,11
"[2855, 'No']",12.379233333333334,trial_1,44,76,eleven.wav,age2-allQUD,11
"[1226, 'No']",12.379233333333334,trial_1,45,76,all.wav,age2-allQUD,0
"[1609, 'No']",12.379233333333334,trial_1,46,76,none.wav,age2-allQUD,11
"[0, 'Empty']",12.379233333333334,comprehension_check_2,47,76,,age2-allQUD,
"[1629, 'No']",12.379233333333334,trial_2,48,76,all.wav,age2-allQUD,8
"[1418, 'No']",12.379233333333334,trial_2,49,76,two.wav,age2-allQUD,5
"[1431, 'No']",12.379233333333334,trial_2,50,76,summa.wav,age2-allQUD,0
"[2605, 'No']",12.379233333333334,trial_2,51,76,one.wav,age2-allQUD,11
"[2015, 'No']",12.379233333333334,trial_2,52,76,summa.wav,age2-allQUD,13
"[1782, 'Yes']",12.379233333333334,trial_2,53,76,summa.wav,age2-allQUD,2
"[1206, 'Yes']",12.379233333333334,trial_2,54,76,five.wav,age2-allQUD,5
"[3990, 'No']",12.379233333333334,trial_2,55,76,summa.wav,age2-allQUD,13
"[1254, 'Yes']",12.379233333333334,trial_2,56,76,all.wav,age2-allQUD,13
"[1105, 'Yes']",12.379233333333334,trial_2,57,76,two.wav,age2-allQUD,2
"[1269, 'Yes']",12.379233333333334,trial_2,58,76,none.wav,age2-allQUD,0
"[1325, 'No']",12.379233333333334,trial_2,59,76,three.wav,age2-allQUD,0
"[1762, 'No']",12.379233333333334,trial_2,60,76,ten.wav,age2-allQUD,13
"[1079, 'Yes']",12.379233333333334,trial_2,61,76,all.wav,age2-allQUD,13
"[2576, 'Yes']",12.379233333333334,trial_2,62,76,eight.wav,age2-allQUD,8
"[1441, 'No']",12.379233333333334,trial_2,63,76,all.wav,age2-allQUD,5
"[2262, 'Yes']",12.379233333333334,trial_2,64,76,eight.wav,age2-allQUD,8
"[1799, 'No']",12.379233333333334,trial_2,65,76,none.wav,age2-allQUD,13
"[1439, 'No']",12.379233333333334,trial_2,66,76,all.wav,age2-allQUD,11
"[977, 'Yes']",12.379233333333334,trial_2,67,76,all.wav,age2-allQUD,13
"[1165, 'No']",12.379233333333334,trial_2,68,76,summa.wav,age2-allQUD,13
"[1332, 'No']",12.379233333333334,trial_2,69,76,summa.wav,age2-allQUD,13
"[1791, 'No']",12.379233333333334,trial_2,70,76,nine.wav,age2-allQUD,5
"[1371, 'No']",12.379233333333334,trial_2,71,76,all.wav,age2-allQUD,0
"[1815, 'Yes']",12.379233333333334,trial_2,72,76,five.wav,age2-allQUD,5
"[1438, 'No']",12.379233333333334,trial_2,73,76,twelve.wav,age2-allQUD,2
"[1382, 'No']",12.379233333333334,trial_2,74,76,five.wav,age2-allQUD,13
"[1399, 'No']",12.379233333333334,trial_2,75,76,none.wav,age2-allQUD,2
"[968, 'No']",12.379233333333334,trial_2,76,76,summa.wav,age2-allQUD,0
"[1799, 'Yes']",12.379233333333334,trial_2,77,76,summa.wav,age2-allQUD,11
"[835, 'Yes']",12.379233333333334,trial_2,78,76,two.wav,age2-allQUD,2
"[1726, 'No']",12.379233333333334,trial_2,79,76,eleven.wav,age2-allQUD,11
"[1452, 'No']",12.379233333333334,trial_2,80,76,two.wav,age2-allQUD,8
"[2804, 'Yes']",12.379233333333334,trial_2,81,76,eight.wav,age2-allQUD,8
"[1649, 'Yes']",12.379233333333334,trial_2,82,76,none.wav,age2-allQUD,0
"[1269, 'Yes']",12.379233333333334,trial_2,83,76,all.wav,age2-allQUD,13
"[0, 'Barbara']",11.905483333333333,bot_check,1,77,,age2-allQUD,Barbara
"[0, 'Four']",11.905483333333333,audio_check,3,77,,age2-allQUD,
"[0, 'Empty']",11.905483333333333,comprehension_check_1,4,77,,age2-allQUD,
"[2003, 'No']",11.905483333333333,practice_trial,6,77,none.wav,age2-allQUD,13
"[1651, 'Yes']",11.905483333333333,practice_trial,7,77,all.wav,age2-allQUD,13
"[1804, 'No']",11.905483333333333,practice_trial,8,77,all.wav,age2-allQUD,0
"[2451, 'Yes']",11.905483333333333,practice_trial,9,77,none.wav,age2-allQUD,0
"[1788, 'No']",11.905483333333333,trial_1,11,77,summa.wav,age2-allQUD,0
"[1440, 'Yes']",11.905483333333333,trial_1,12,77,all.wav,age2-allQUD,13
"[1567, 'No']",11.905483333333333,trial_1,13,77,eight.wav,age2-allQUD,13
"[2763, 'No']",11.905483333333333,trial_1,14,77,none.wav,age2-allQUD,8
"[1811, 'Yes']",11.905483333333333,trial_1,15,77,none.wav,age2-allQUD,0
"[2127, 'Yes']",11.905483333333333,trial_1,16,77,two.wav,age2-allQUD,2
"[1568, 'Yes']",11.905483333333333,trial_1,17,77,all.wav,age2-allQUD,13
"[3046, 'No']",11.905483333333333,trial_1,18,77,four.wav,age2-allQUD,5
"[2380, 'No']",11.905483333333333,trial_1,19,77,summa.wav,age2-allQUD,13
"[3065, 'No']",11.905483333333333,trial_1,20,77,eleven.wav,age2-allQUD,8
"[1527, 'Yes']",11.905483333333333,trial_1,21,77,two.wav,age2-allQUD,2
"[1573, 'No']",11.905483333333333,trial_1,22,77,all.wav,age2-allQUD,2
"[1526, 'No']",11.905483333333333,trial_1,23,77,all.wav,age2-allQUD,5
"[4935, 'No']",11.905483333333333,trial_1,24,77,thirteen.wav,age2-allQUD,11
"[2083, 'No']",11.905483333333333,trial_1,25,77,summa.wav,age2-allQUD,13
"[2851, 'Yes']",11.905483333333333,trial_1,26,77,eight.wav,age2-allQUD,8
"[1711, 'No']",11.905483333333333,trial_1,27,77,five.wav,age2-allQUD,0
"[2273, 'Yes']",11.905483333333333,trial_1,28,77,summa.wav,age2-allQUD,8
"[2696, 'No']",11.905483333333333,trial_1,29,77,none.wav,age2-allQUD,11
"[1485, 'Yes']",11.905483333333333,trial_1,30,77,two.wav,age2-allQUD,2
"[1490, 'Yes']",11.905483333333333,trial_1,31,77,all.wav,age2-allQUD,13
"[1592, 'No']",11.905483333333333,trial_1,32,77,summa.wav,age2-allQUD,0
"[3313, 'Yes']",11.905483333333333,trial_1,33,77,eleven.wav,age2-allQUD,11
"[1835, 'No']",11.905483333333333,trial_1,34,77,summa.wav,age2-allQUD,13
"[7199, 'No']",11.905483333333333,trial_1,35,77,seven.wav,age2-allQUD,11
"[1910, 'Yes']",11.905483333333333,trial_1,36,77,summa.wav,age2-allQUD,5
"[1629, 'Yes']",11.905483333333333,trial_1,37,77,five.wav,age2-allQUD,5
"[1914, 'No']",11.905483333333333,trial_1,38,77,summa.wav,age2-allQUD,13
"[1639, 'Yes']",11.905483333333333,trial_1,39,77,none.wav,age2-allQUD,0
"[1775, 'Yes']",11.905483333333333,trial_1,40,77,two.wav,age2-allQUD,2
"[1520, 'Yes']",11.905483333333333,trial_1,41,77,all.wav,age2-allQUD,13
"[2077, 'Yes']",11.905483333333333,trial_1,42,77,all.wav,age2-allQUD,0
"[1966, 'No']",11.905483333333333,trial_1,43,77,all.wav,age2-allQUD,11
"[1931, 'No']",11.905483333333333,trial_1,44,77,eleven.wav,age2-allQUD,0
"[1915, 'No']",11.905483333333333,trial_1,45,77,ten.wav,age2-allQUD,5
"[2616, 'Yes']",11.905483333333333,trial_1,46,77,eight.wav,age2-allQUD,8
"[0, 'Empty']",11.905483333333333,comprehension_check_2,47,77,,age2-allQUD,
"[1584, 'No']",11.905483333333333,trial_2,48,77,two.wav,age2-allQUD,5
"[1477, 'Yes']",11.905483333333333,trial_2,49,77,all.wav,age2-allQUD,13
"[1973, 'Yes']",11.905483333333333,trial_2,50,77,five.wav,age2-allQUD,5
"[2364, 'Yes']",11.905483333333333,trial_2,51,77,eight.wav,age2-allQUD,8
"[1761, 'No']",11.905483333333333,trial_2,52,77,summa.wav,age2-allQUD,13
"[1860, 'No']",11.905483333333333,trial_2,53,77,one.wav,age2-allQUD,11
"[1599, 'No']",11.905483333333333,trial_2,54,77,summa.wav,age2-allQUD,0
"[1648, 'No']",11.905483333333333,trial_2,55,77,summa.wav,age2-allQUD,13
"[4575, 'No']",11.905483333333333,trial_2,56,77,ten.wav,age2-allQUD,13
"[1637, 'Yes']",11.905483333333333,trial_2,57,77,none.wav,age2-allQUD,0
"[2317, 'No']",11.905483333333333,trial_2,58,77,all.wav,age2-allQUD,8
"[1604, 'No']",11.905483333333333,trial_2,59,77,all.wav,age2-allQUD,5
"[1639, 'No']",11.905483333333333,trial_2,60,77,three.wav,age2-allQUD,0
"[1509, 'Yes']",11.905483333333333,trial_2,61,77,all.wav,age2-allQUD,13
"[1551, 'Yes']",11.905483333333333,trial_2,62,77,two.wav,age2-allQUD,2
"[1676, 'No']",11.905483333333333,trial_2,63,77,none.wav,age2-allQUD,13
"[2765, 'Yes']",11.905483333333333,trial_2,64,77,summa.wav,age2-allQUD,2
"[2977, 'Yes']",11.905483333333333,trial_2,65,77,eight.wav,age2-allQUD,8
"[1533, 'Yes']",11.905483333333333,trial_2,66,77,two.wav,age2-allQUD,2
