"","X.1","X","audio","Answer.condition","Answer.time_in_minutes","workerid","rawRT","key","slide_type","image","slide_number","speaker_cond","logRT","rt","experiment"
"2621",2621,37313,"summa.wav","any_QUD",10.4326333333333,463,1725,"No","trial_2",13,64,"anyQUD",7.45298232946546,1725,4
"2622",2622,37327,"summa.wav","any_QUD",10.4326333333333,463,2396,"No","trial_2",13,78,"anyQUD",7.78155595923534,2396,4
"2623",2623,37329,"summa.wav","any_QUD",10.4326333333333,463,1711,"No","trial_2",13,80,"anyQUD",7.44483327389219,1711,4
"2624",2624,37341,"summa.wav","any_QUD",10.1660333333333,464,2649,"No","trial_1",13,12,"anyQUD",7.88193748927207,2649,4
"2625",2625,37354,"summa.wav","any_QUD",10.1660333333333,464,1487,"No","trial_1",13,25,"anyQUD",7.30451594646016,1487,4
"2626",2626,37362,"summa.wav","any_QUD",10.1660333333333,464,1413,"No","trial_1",13,33,"anyQUD",7.25347038268453,1413,4
"2627",2627,37371,"summa.wav","any_QUD",10.1660333333333,464,1451,"No","trial_1",13,42,"anyQUD",7.28000825288419,1451,4
"2628",2628,37386,"summa.wav","any_QUD",10.1660333333333,464,1628,"No","trial_2",13,57,"anyQUD",7.39510754656249,1628,4
"2629",2629,37388,"summa.wav","any_QUD",10.1660333333333,464,1693,"No","trial_2",13,59,"anyQUD",7.43425738213314,1693,4
"2630",2630,37401,"summa.wav","any_QUD",10.1660333333333,464,2037,"No","trial_2",13,72,"anyQUD",7.61923341622681,2037,4
"2631",2631,37409,"summa.wav","any_QUD",10.1660333333333,464,1413,"No","trial_2",13,80,"anyQUD",7.25347038268453,1413,4
"2632",2632,37506,"summa.wav","any_QUD",16.1185833333333,466,2456,"Yes","trial_1",13,14,"anyQUD",7.80628928926703,2456,4
"2633",2633,37519,"summa.wav","any_QUD",16.1185833333333,466,1743,"Yes","trial_1",13,27,"anyQUD",7.46336304552002,1743,4
"2634",2634,37528,"summa.wav","any_QUD",16.1185833333333,466,1349,"Yes","trial_1",13,36,"anyQUD",7.20711885620776,1349,4
"2635",2635,37538,"summa.wav","any_QUD",16.1185833333333,466,1729,"Yes","trial_1",13,46,"anyQUD",7.45529848568329,1729,4
"2636",2636,37554,"summa.wav","any_QUD",16.1185833333333,466,1279,"Yes","trial_2",13,62,"anyQUD",7.15383380157884,1279,4
"2637",2637,37556,"summa.wav","any_QUD",16.1185833333333,466,1417,"Yes","trial_2",13,64,"anyQUD",7.25629723969068,1417,4
"2638",2638,37571,"summa.wav","any_QUD",16.1185833333333,466,1792,"Yes","trial_2",13,79,"anyQUD",7.49108759353488,1792,4
"2639",2639,37573,"summa.wav","any_QUD",16.1185833333333,466,1323,"Yes","trial_2",13,81,"anyQUD",7.18765716411496,1323,4
"2640",2640,37669,"summa.wav","any_QUD",9.44235,468,2213,"Yes","trial_1",13,17,"anyQUD",7.70210434005105,2213,4
"2641",2641,37675,"summa.wav","any_QUD",9.44235,468,2821,"No","trial_1",13,23,"anyQUD",7.944846711002,2821,4
"2642",2642,37688,"summa.wav","any_QUD",9.44235,468,2077,"No","trial_1",13,36,"anyQUD",7.63867982387611,2077,4
"2643",2643,37690,"summa.wav","any_QUD",9.44235,468,1313,"No","trial_1",13,38,"anyQUD",7.1800698743028,1313,4
"2644",2644,37703,"summa.wav","any_QUD",9.44235,468,1671,"No","trial_2",13,51,"anyQUD",7.42117752859539,1671,4
"2645",2645,37724,"summa.wav","any_QUD",9.44235,468,1649,"No","trial_2",13,72,"anyQUD",7.4079243225596,1649,4
"2646",2646,37728,"summa.wav","any_QUD",9.44235,468,1918,"No","trial_2",13,76,"anyQUD",7.55903825544338,1918,4
"2647",2647,37746,"summa.wav","any_QUD",32.32895,469,3719,"No","trial_1",13,14,"anyQUD",8.22121009392507,3719,4
"2648",2648,37754,"summa.wav","any_QUD",32.32895,469,3895,"No","trial_1",13,22,"anyQUD",8.26744895830485,3895,4
"2649",2649,37771,"summa.wav","any_QUD",32.32895,469,2208,"No","trial_1",13,39,"anyQUD",7.69984240739699,2208,4
"2650",2650,37777,"summa.wav","any_QUD",32.32895,469,2001,"No","trial_1",13,45,"anyQUD",7.60140233458373,2001,4
"2651",2651,37788,"summa.wav","any_QUD",32.32895,469,2329,"No","trial_2",13,56,"anyQUD",7.75319426988434,2329,4
"2652",2652,37795,"summa.wav","any_QUD",32.32895,469,3054,"No","trial_2",13,63,"anyQUD",8.02420748577858,3054,4
"2653",2653,37801,"summa.wav","any_QUD",32.32895,469,2244,"No","trial_2",13,69,"anyQUD",7.71601526664259,2244,4
"2654",2654,37807,"summa.wav","any_QUD",32.32895,469,1723,"No","trial_2",13,75,"anyQUD",7.45182223652793,1723,4
"2655",2655,37991,"summa.wav","any_QUD",9.20673333333333,472,1897,"No","trial_1",13,19,"anyQUD",7.54802896993501,1897,4
"2656",2656,37998,"summa.wav","any_QUD",9.20673333333333,472,1375,"No","trial_1",13,26,"anyQUD",7.22620901010067,1375,4
"2657",2657,38009,"summa.wav","any_QUD",9.20673333333333,472,1238,"No","trial_1",13,37,"anyQUD",7.12125245324454,1238,4
"2658",2658,38017,"summa.wav","any_QUD",9.20673333333333,472,974,"No","trial_1",13,45,"anyQUD",6.88141130364254,974,4
"2659",2659,38027,"summa.wav","any_QUD",9.20673333333333,472,955,"No","trial_2",13,55,"anyQUD",6.86171134048073,955,4
"2660",2660,38033,"summa.wav","any_QUD",9.20673333333333,472,1323,"No","trial_2",13,61,"anyQUD",7.18765716411496,1323,4
"2661",2661,38046,"summa.wav","any_QUD",9.20673333333333,472,1200,"No","trial_2",13,74,"anyQUD",7.09007683577609,1200,4
"2662",2662,38047,"summa.wav","any_QUD",9.20673333333333,472,810,"No","trial_2",13,75,"anyQUD",6.69703424766648,810,4
"2663",2663,38144,"summa.wav","any_QUD",9.62588333333333,474,2850,"Yes","trial_1",13,12,"anyQUD",7.9550742732627,2850,4
"2664",2664,38159,"summa.wav","any_QUD",9.62588333333333,474,1372,"No","trial_1",13,27,"anyQUD",7.22402480828583,1372,4
"2665",2665,38163,"summa.wav","any_QUD",9.62588333333333,474,1434,"No","trial_1",13,31,"anyQUD",7.26822302115957,1434,4
"2666",2666,38177,"summa.wav","any_QUD",9.62588333333333,474,1334,"No","trial_1",13,45,"anyQUD",7.19593722647557,1334,4
"2667",2667,38184,"summa.wav","any_QUD",9.62588333333333,474,1397,"No","trial_2",13,52,"anyQUD",7.24208235925696,1397,4
"2668",2668,38193,"summa.wav","any_QUD",9.62588333333333,474,1248,"No","trial_2",13,61,"anyQUD",7.12929754892937,1248,4
"2669",2669,38205,"summa.wav","any_QUD",9.62588333333333,474,967,"No","trial_2",13,73,"anyQUD",6.87419849545329,967,4
"2670",2670,38209,"summa.wav","any_QUD",9.62588333333333,474,978,"No","trial_2",13,77,"anyQUD",6.88550967003482,978,4
"2671",2671,38225,"summa.wav","any_QUD",10.9813666666667,475,2388,"Yes","trial_1",13,12,"anyQUD",7.77821147451249,2388,4
"2672",2672,38239,"summa.wav","any_QUD",10.9813666666667,475,1787,"Yes","trial_1",13,26,"anyQUD",7.48829351515943,1787,4
"2673",2673,38249,"summa.wav","any_QUD",10.9813666666667,475,1441,"Yes","trial_1",13,36,"anyQUD",7.27309259599952,1441,4
"2674",2674,38252,"summa.wav","any_QUD",10.9813666666667,475,1083,"Yes","trial_1",13,39,"anyQUD",6.98749024700099,1083,4
"2675",2675,38269,"summa.wav","any_QUD",10.9813666666667,475,1539,"Yes","trial_2",13,56,"anyQUD",7.33888813383888,1539,4
"2676",2676,38273,"summa.wav","any_QUD",10.9813666666667,475,1913,"Yes","trial_2",13,60,"anyQUD",7.55642796944025,1913,4
"2677",2677,38286,"summa.wav","any_QUD",10.9813666666667,475,1502,"Yes","trial_2",13,73,"anyQUD",7.31455283232408,1502,4
"2678",2678,38287,"summa.wav","any_QUD",10.9813666666667,475,1285,"Yes","trial_2",13,74,"anyQUD",7.15851399732932,1285,4
"2679",2679,38312,"summa.wav","any_QUD",11.9047833333333,476,2351,"Yes","trial_1",13,19,"anyQUD",7.76259604854007,2351,4
"2680",2680,38318,"summa.wav","any_QUD",11.9047833333333,476,3285,"No","trial_1",13,25,"anyQUD",8.09712193091871,3285,4
"2681",2681,38323,"summa.wav","any_QUD",11.9047833333333,476,3279,"No","trial_1",13,30,"anyQUD",8.09529377684465,3279,4
"2682",2682,38324,"summa.wav","any_QUD",11.9047833333333,476,1763,"No","trial_1",13,31,"anyQUD",7.47477218239787,1763,4
"2683",2683,38342,"summa.wav","any_QUD",11.9047833333333,476,1907,"No","trial_2",13,49,"anyQUD",7.55328660560042,1907,4
"2684",2684,38353,"summa.wav","any_QUD",11.9047833333333,476,1858,"No","trial_2",13,60,"anyQUD",7.52725591937378,1858,4
"2685",2685,38370,"summa.wav","any_QUD",11.9047833333333,476,2625,"Yes","trial_2",13,77,"anyQUD",7.87283617502572,2625,4
"2686",2686,38376,"summa.wav","any_QUD",11.9047833333333,476,2514,"Yes","trial_2",13,83,"anyQUD",7.82963038915019,2514,4
"2687",2687,38390,"summa.wav","any_QUD",11.2906166666667,477,2836,"Yes","trial_1",13,17,"anyQUD",7.95014988765202,2836,4
"2688",2688,38394,"summa.wav","any_QUD",11.2906166666667,477,2092,"Yes","trial_1",13,21,"anyQUD",7.64587582518481,2092,4
"2689",2689,38405,"summa.wav","any_QUD",11.2906166666667,477,2004,"Yes","trial_1",13,32,"anyQUD",7.60290046220476,2004,4
"2690",2690,38407,"summa.wav","any_QUD",11.2906166666667,477,2083,"Yes","trial_1",13,34,"anyQUD",7.64156444126097,2083,4
"2691",2691,38421,"summa.wav","any_QUD",11.2906166666667,477,2131,"Yes","trial_2",13,48,"anyQUD",7.66434663209862,2131,4
"2692",2692,38426,"summa.wav","any_QUD",11.2906166666667,477,2686,"Yes","trial_2",13,53,"anyQUD",7.89580837708318,2686,4
"2693",2693,38439,"summa.wav","any_QUD",11.2906166666667,477,933,"Yes","trial_2",13,66,"anyQUD",6.83840520084734,933,4
"2694",2694,38446,"summa.wav","any_QUD",11.2906166666667,477,957,"Yes","trial_2",13,73,"anyQUD",6.86380339145295,957,4
"2695",2695,38467,"summa.wav","any_QUD",8.63188333333333,478,2115,"No","trial_1",13,14,"anyQUD",7.65681009148038,2115,4
"2696",2696,38478,"summa.wav","any_QUD",8.63188333333333,478,2052,"No","trial_1",13,25,"anyQUD",7.62657020629066,2052,4
"2697",2697,38485,"summa.wav","any_QUD",8.63188333333333,478,2187,"No","trial_1",13,32,"anyQUD",7.69028602067677,2187,4
"2698",2698,38499,"summa.wav","any_QUD",8.63188333333333,478,2177,"No","trial_1",13,46,"anyQUD",7.68570306123455,2177,4
"2699",2699,38504,"summa.wav","any_QUD",8.63188333333333,478,1877,"No","trial_2",13,51,"anyQUD",7.53743003658651,1877,4
"2700",2700,38516,"summa.wav","any_QUD",8.63188333333333,478,1774,"No","trial_2",13,63,"anyQUD",7.48099216286952,1774,4
"2701",2701,38524,"summa.wav","any_QUD",8.63188333333333,478,1253,"No","trial_2",13,71,"anyQUD",7.13329595489607,1253,4
"2702",2702,38527,"summa.wav","any_QUD",8.63188333333333,478,1284,"No","trial_2",13,74,"anyQUD",7.15773548424991,1284,4
"2703",2703,38554,"summa.wav","any_QUD",22.7335333333333,479,2468,"No","trial_1",13,20,"anyQUD",7.81116338502528,2468,4
"2704",2704,38555,"summa.wav","any_QUD",22.7335333333333,479,1721,"No","trial_1",13,21,"anyQUD",7.45066079621154,1721,4
"2705",2705,38566,"summa.wav","any_QUD",22.7335333333333,479,2307,"No","trial_1",13,32,"anyQUD",7.74370325817375,2307,4
"2706",2706,38575,"summa.wav","any_QUD",22.7335333333333,479,1619,"No","trial_1",13,41,"anyQUD",7.38956395367764,1619,4
"2707",2707,38585,"summa.wav","any_QUD",22.7335333333333,479,1352,"No","trial_2",13,51,"anyQUD",7.20934025660291,1352,4
"2708",2708,38595,"summa.wav","any_QUD",22.7335333333333,479,1513,"No","trial_2",13,61,"anyQUD",7.32184971378836,1513,4
"2709",2709,38601,"summa.wav","any_QUD",22.7335333333333,479,1253,"No","trial_2",13,67,"anyQUD",7.13329595489607,1253,4
"2710",2710,38611,"summa.wav","any_QUD",22.7335333333333,479,1417,"No","trial_2",13,77,"anyQUD",7.25629723969068,1417,4
"2711",2711,38627,"summa.wav","any_QUD",11.0142666666667,480,2177,"No","trial_1",13,13,"anyQUD",7.68570306123455,2177,4
"2712",2712,38638,"summa.wav","any_QUD",11.0142666666667,480,1348,"Yes","trial_1",13,24,"anyQUD",7.20637729147225,1348,4
"2713",2713,38644,"summa.wav","any_QUD",11.0142666666667,480,940,"No","trial_1",13,30,"anyQUD",6.84587987526405,940,4
"2714",2714,38646,"summa.wav","any_QUD",11.0142666666667,480,1403,"No","trial_1",13,32,"anyQUD",7.24636808010246,1403,4
"2715",2715,38664,"summa.wav","any_QUD",11.0142666666667,480,1313,"No","trial_2",13,49,"anyQUD",7.1800698743028,1313,4
"2716",2716,38670,"summa.wav","any_QUD",11.0142666666667,480,1313,"No","trial_2",13,55,"anyQUD",7.1800698743028,1313,4
"2717",2717,38686,"summa.wav","any_QUD",11.0142666666667,480,957,"No","trial_2",13,71,"anyQUD",6.86380339145295,957,4
"2718",2718,38691,"summa.wav","any_QUD",11.0142666666667,480,1420,"No","trial_2",13,76,"anyQUD",7.25841215059531,1420,4
"2719",2719,38721,"summa.wav","any_QUD",10.4405,481,2311,"Yes","trial_1",13,25,"anyQUD",7.74543561027438,2311,4
"2720",2720,38724,"summa.wav","any_QUD",10.4405,481,2701,"No","trial_1",13,28,"anyQUD",7.90137735379262,2701,4
"2721",2721,38728,"summa.wav","any_QUD",10.4405,481,1902,"No","trial_1",13,32,"anyQUD",7.55066124310534,1902,4
"2722",2722,38738,"summa.wav","any_QUD",10.4405,481,1888,"No","trial_1",13,42,"anyQUD",7.54327334670545,1888,4
"2723",2723,38744,"summa.wav","any_QUD",10.4405,481,1641,"No","trial_2",13,48,"anyQUD",7.40306109109009,1641,4
"2724",2724,38757,"summa.wav","any_QUD",10.4405,481,1546,"No","trial_2",13,61,"anyQUD",7.34342622914737,1546,4
"2725",2725,38764,"summa.wav","any_QUD",10.4405,481,1365,"No","trial_2",13,68,"anyQUD",7.21890970761906,1365,4
"2726",2726,38769,"summa.wav","any_QUD",10.4405,481,1481,"No","trial_2",13,73,"anyQUD",7.3004728142678,1481,4
"2727",2727,38869,"summa.wav","any_QUD",11.3995,483,2477,"Yes","trial_1",13,11,"anyQUD",7.81480342948936,2477,4
"2728",2728,38885,"summa.wav","any_QUD",11.3995,483,2192,"Yes","trial_1",13,27,"anyQUD",7.69256964806791,2192,4
"2729",2729,38888,"summa.wav","any_QUD",11.3995,483,3515,"No","trial_1",13,30,"anyQUD",8.16479480424477,3515,4
"2730",2730,38892,"summa.wav","any_QUD",11.3995,483,1613,"Yes","trial_1",13,34,"anyQUD",7.38585107812521,1613,4
"2731",2731,38907,"summa.wav","any_QUD",11.3995,483,1933,"Yes","trial_2",13,49,"anyQUD",7.56682847920833,1933,4
"2732",2732,38913,"summa.wav","any_QUD",11.3995,483,1714,"Yes","trial_2",13,55,"anyQUD",7.44658509915773,1714,4
"2733",2733,38933,"summa.wav","any_QUD",11.3995,483,2467,"No","trial_2",13,75,"anyQUD",7.81075811652936,2467,4
"2734",2734,38937,"summa.wav","any_QUD",11.3995,483,1972,"No","trial_2",13,79,"anyQUD",7.58680353516258,1972,4
"2735",2735,38954,"summa.wav","any_QUD",10.7483333333333,484,1492,"Yes","trial_1",13,16,"anyQUD",7.30787278076371,1492,4
"2736",2736,38955,"summa.wav","any_QUD",10.7483333333333,484,1365,"Yes","trial_1",13,17,"anyQUD",7.21890970761906,1365,4
"2737",2737,38971,"summa.wav","any_QUD",10.7483333333333,484,1634,"Yes","trial_1",13,33,"anyQUD",7.39878627541995,1634,4
"2738",2738,38977,"summa.wav","any_QUD",10.7483333333333,484,2005,"No","trial_1",13,39,"anyQUD",7.60339933974067,2005,4
"2739",2739,38989,"summa.wav","any_QUD",10.7483333333333,484,1878,"No","trial_2",13,51,"anyQUD",7.53796265976821,1878,4
"2740",2740,39002,"summa.wav","any_QUD",10.7483333333333,484,2074,"No","trial_2",13,64,"anyQUD",7.63723438878947,2074,4
"2741",2741,39009,"summa.wav","any_QUD",10.7483333333333,484,2127,"No","trial_2",13,71,"anyQUD",7.66246781520024,2127,4
"2742",2742,39021,"summa.wav","any_QUD",10.7483333333333,484,3546,"No","trial_2",13,83,"anyQUD",8.17357548663415,3546,4
"2743",2743,39029,"summa.wav","any_QUD",25.2388666666667,485,2598,"Yes","trial_1",13,11,"anyQUD",7.86249719723055,2598,4
"2744",2744,39042,"summa.wav","any_QUD",25.2388666666667,485,3191,"Yes","trial_1",13,24,"anyQUD",8.06808962627824,3191,4
"2745",2745,39051,"summa.wav","any_QUD",25.2388666666667,485,1909,"Yes","trial_1",13,33,"anyQUD",7.55433482372575,1909,4
"2746",2746,39058,"summa.wav","any_QUD",25.2388666666667,485,1493,"Yes","trial_1",13,40,"anyQUD",7.30854279753919,1493,4
"2747",2747,39076,"summa.wav","any_QUD",25.2388666666667,485,1613,"Yes","trial_2",13,58,"anyQUD",7.38585107812521,1613,4
"2748",2748,39081,"summa.wav","any_QUD",25.2388666666667,485,1580,"Yes","trial_2",13,63,"anyQUD",7.36518012602101,1580,4
"2749",2749,39096,"summa.wav","any_QUD",25.2388666666667,485,1684,"Yes","trial_2",13,78,"anyQUD",7.42892719480227,1684,4
"2750",2750,39099,"summa.wav","any_QUD",25.2388666666667,485,1506,"Yes","trial_2",13,81,"anyQUD",7.31721240835984,1506,4
"2751",2751,39112,"summa.wav","any_QUD",9.41243333333333,486,2074,"No","trial_1",13,14,"anyQUD",7.63723438878947,2074,4
"2752",2752,39125,"summa.wav","any_QUD",9.41243333333333,486,1915,"No","trial_1",13,27,"anyQUD",7.55747290161475,1915,4
"2753",2753,39129,"summa.wav","any_QUD",9.41243333333333,486,2102,"No","trial_1",13,31,"anyQUD",7.6506445514369,2102,4
"2754",2754,39143,"summa.wav","any_QUD",9.41243333333333,486,1811,"No","trial_1",13,45,"anyQUD",7.50163445788341,1811,4
"2755",2755,39151,"summa.wav","any_QUD",9.41243333333333,486,1515,"No","trial_2",13,53,"anyQUD",7.32317071794347,1515,4
"2756",2756,39155,"summa.wav","any_QUD",9.41243333333333,486,1299,"No","trial_2",13,57,"anyQUD",7.1693500166706,1299,4
"2757",2757,39164,"summa.wav","any_QUD",9.41243333333333,486,1302,"No","trial_2",13,66,"anyQUD",7.17165682276851,1302,4
"2758",2758,39176,"summa.wav","any_QUD",9.41243333333333,486,987,"No","trial_2",13,78,"anyQUD",6.89467003943348,987,4
"2759",2759,39194,"summa.wav","any_QUD",21.929,487,1690,"Yes","trial_1",13,16,"anyQUD",7.43248380791712,1690,4
"2760",2760,39197,"summa.wav","any_QUD",21.929,487,1353,"Yes","trial_1",13,19,"anyQUD",7.21007962817079,1353,4
"2761",2761,39207,"summa.wav","any_QUD",21.929,487,1294,"Yes","trial_1",13,29,"anyQUD",7.16549347506085,1294,4
"2762",2762,39220,"summa.wav","any_QUD",21.929,487,1534,"Yes","trial_1",13,42,"anyQUD",7.3356339819272,1534,4
"2763",2763,39235,"summa.wav","any_QUD",21.929,487,1829,"Yes","trial_2",13,56,"anyQUD",7.51152464839087,1829,4
"2764",2764,39238,"summa.wav","any_QUD",21.929,487,1314,"Yes","trial_2",13,59,"anyQUD",7.18083119904456,1314,4
"2765",2765,39246,"summa.wav","any_QUD",21.929,487,1707,"Yes","trial_2",13,67,"anyQUD",7.44249272279444,1707,4
"2766",2766,39250,"summa.wav","any_QUD",21.929,487,1264,"Yes","trial_2",13,71,"anyQUD",7.1420365747068,1264,4
"2767",2767,39355,"summa.wav","any_QUD",11.3645166666667,489,2151,"Yes","trial_1",13,16,"anyQUD",7.67368812926773,2151,4
"2768",2768,39365,"summa.wav","any_QUD",11.3645166666667,489,1634,"Yes","trial_1",13,26,"anyQUD",7.39878627541995,1634,4
"2769",2769,39379,"summa.wav","any_QUD",11.3645166666667,489,1297,"Yes","trial_1",13,40,"anyQUD",7.16780918431644,1297,4
"2770",2770,39383,"summa.wav","any_QUD",11.3645166666667,489,1343,"Yes","trial_1",13,44,"anyQUD",7.20266119652324,1343,4
"2771",2771,39399,"summa.wav","any_QUD",11.3645166666667,489,1473,"Yes","trial_2",13,60,"anyQUD",7.29505641646263,1473,4
"2772",2772,39402,"summa.wav","any_QUD",11.3645166666667,489,1515,"Yes","trial_2",13,63,"anyQUD",7.32317071794347,1515,4
"2773",2773,39414,"summa.wav","any_QUD",11.3645166666667,489,1268,"Yes","trial_2",13,75,"anyQUD",7.14519613499717,1268,4
"2774",2774,39418,"summa.wav","any_QUD",11.3645166666667,489,2285,"Yes","trial_2",13,79,"anyQUD",7.7341213033283,2285,4
"2775",2775,39445,"summa.wav","any_QUD",9.70496666666667,490,3506,"No","trial_1",13,26,"anyQUD",8.16223106548118,3506,4
"2776",2776,39446,"summa.wav","any_QUD",9.70496666666667,490,1914,"No","trial_1",13,27,"anyQUD",7.5569505720129,1914,4
"2777",2777,39449,"summa.wav","any_QUD",9.70496666666667,490,1831,"No","trial_1",13,30,"anyQUD",7.51261754467451,1831,4
"2778",2778,39458,"summa.wav","any_QUD",9.70496666666667,490,1714,"No","trial_1",13,39,"anyQUD",7.44658509915773,1714,4
"2779",2779,39480,"summa.wav","any_QUD",9.70496666666667,490,1630,"No","trial_2",13,61,"anyQUD",7.39633529380081,1630,4
"2780",2780,39482,"summa.wav","any_QUD",9.70496666666667,490,1266,"No","trial_2",13,63,"anyQUD",7.14361760270412,1266,4
"2781",2781,39493,"summa.wav","any_QUD",9.70496666666667,490,1666,"No","trial_2",13,74,"anyQUD",7.41818082272679,1666,4
"2782",2782,39498,"summa.wav","any_QUD",9.70496666666667,490,1246,"No","trial_2",13,79,"anyQUD",7.1276936993474,1246,4
"2783",2783,39510,"summa.wav","any_QUD",9.92118333333333,491,1981,"Yes","trial_1",13,11,"anyQUD",7.59135704669855,1981,4
"2784",2784,39519,"summa.wav","any_QUD",9.92118333333333,491,2119,"No","trial_1",13,20,"anyQUD",7.6586995582683,2119,4
"2785",2785,39530,"summa.wav","any_QUD",9.92118333333333,491,1320,"No","trial_1",13,31,"anyQUD",7.18538701558042,1320,4
"2786",2786,39544,"summa.wav","any_QUD",9.92118333333333,491,1625,"No","trial_1",13,45,"anyQUD",7.39326309476384,1625,4
"2787",2787,39553,"summa.wav","any_QUD",9.92118333333333,491,1723,"No","trial_2",13,54,"anyQUD",7.45182223652793,1723,4
"2788",2788,39559,"summa.wav","any_QUD",9.92118333333333,491,1246,"No","trial_2",13,60,"anyQUD",7.1276936993474,1246,4
"2789",2789,39577,"summa.wav","any_QUD",9.92118333333333,491,1347,"No","trial_2",13,78,"anyQUD",7.20563517641036,1347,4
"2790",2790,39579,"summa.wav","any_QUD",9.92118333333333,491,2162,"No","trial_2",13,80,"anyQUD",7.67878899819915,2162,4
"2791",2791,39593,"summa.wav","any_QUD",11.7658833333333,492,1781,"Yes","trial_1",13,14,"anyQUD",7.48493028328966,1781,4
"2792",2792,39598,"summa.wav","any_QUD",11.7658833333333,492,2043,"No","trial_1",13,19,"anyQUD",7.62217459481762,2043,4
"2793",2793,39613,"summa.wav","any_QUD",11.7658833333333,492,2855,"Yes","trial_1",13,34,"anyQUD",7.95682712209011,2855,4
"2794",2794,39625,"summa.wav","any_QUD",11.7658833333333,492,1773,"Yes","trial_1",13,46,"anyQUD",7.48042830607421,1773,4
"2795",2795,39627,"summa.wav","any_QUD",11.7658833333333,492,2373,"Yes","trial_2",13,48,"anyQUD",7.77191025643576,2373,4
"2796",2796,39630,"summa.wav","any_QUD",11.7658833333333,492,1729,"No","trial_2",13,51,"anyQUD",7.45529848568329,1729,4
"2797",2797,39645,"summa.wav","any_QUD",11.7658833333333,492,1430,"Yes","trial_2",13,66,"anyQUD",7.26542972325395,1430,4
"2798",2798,39650,"summa.wav","any_QUD",11.7658833333333,492,1319,"Yes","trial_2",13,71,"anyQUD",7.18462915271731,1319,4
"2799",2799,39840,"summa.wav","any_QUD",16.00755,495,2226,"Yes","trial_1",13,17,"anyQUD",7.70796153183549,2226,4
"2800",2800,39847,"summa.wav","any_QUD",16.00755,495,2573,"No","trial_1",13,24,"anyQUD",7.85282781228174,2573,4
"2801",2801,39852,"summa.wav","any_QUD",16.00755,495,2495,"No","trial_1",13,29,"anyQUD",7.82204400818562,2495,4
"2802",2802,39866,"summa.wav","any_QUD",16.00755,495,2881,"No","trial_1",13,43,"anyQUD",7.96589273508453,2881,4
"2803",2803,39874,"summa.wav","any_QUD",16.00755,495,3744,"No","trial_2",13,51,"anyQUD",8.22790983759748,3744,4
"2804",2804,39878,"summa.wav","any_QUD",16.00755,495,3186,"No","trial_2",13,55,"anyQUD",8.06652149046999,3186,4
"2805",2805,39889,"summa.wav","any_QUD",16.00755,495,3198,"No","trial_2",13,66,"anyQUD",8.0702808933939,3198,4
"2806",2806,39902,"summa.wav","any_QUD",16.00755,495,2722,"No","trial_2",13,79,"anyQUD",7.90912218321141,2722,4
"2807",2807,39915,"summa.wav","any_QUD",17.4261,496,2350,"No","trial_1",13,12,"anyQUD",7.7621706071382,2350,4
"2808",2808,39916,"summa.wav","any_QUD",17.4261,496,2717,"Yes","trial_1",13,13,"anyQUD",7.90728360942635,2717,4
"2809",2809,39939,"summa.wav","any_QUD",17.4261,496,2086,"No","trial_1",13,36,"anyQUD",7.64300363556072,2086,4
"2810",2810,39943,"summa.wav","any_QUD",17.4261,496,2357,"Yes","trial_1",13,40,"anyQUD",7.76514490293613,2357,4
"2811",2811,39962,"summa.wav","any_QUD",17.4261,496,2447,"No","trial_2",13,59,"anyQUD",7.80261806344267,2447,4
"2812",2812,39968,"summa.wav","any_QUD",17.4261,496,2364,"No","trial_2",13,65,"anyQUD",7.76811037852599,2364,4
"2813",2813,39969,"summa.wav","any_QUD",17.4261,496,2658,"No","trial_2",13,66,"anyQUD",7.88532923927319,2658,4
"2814",2814,39986,"summa.wav","any_QUD",17.4261,496,1843,"Yes","trial_2",13,83,"anyQUD",7.51914995766982,1843,4
"2815",2815,39994,"summa.wav","any_QUD",17.8456333333333,497,2672,"No","trial_1",13,11,"anyQUD",7.89058253465654,2672,4
"2816",2816,39999,"summa.wav","any_QUD",17.8456333333333,497,2081,"Yes","trial_1",13,16,"anyQUD",7.64060382639363,2081,4
"2817",2817,40024,"summa.wav","any_QUD",17.8456333333333,497,1677,"No","trial_1",13,41,"anyQUD",7.42476176182321,1677,4
"2818",2818,40029,"summa.wav","any_QUD",17.8456333333333,497,1596,"No","trial_1",13,46,"anyQUD",7.37525577800975,1596,4
"2819",2819,40039,"summa.wav","any_QUD",17.8456333333333,497,1735,"No","trial_2",13,56,"anyQUD",7.45876269238096,1735,4
"2820",2820,40042,"summa.wav","any_QUD",17.8456333333333,497,1675,"No","trial_2",13,59,"anyQUD",7.42356844425917,1675,4
"2821",2821,40050,"summa.wav","any_QUD",17.8456333333333,497,1848,"No","trial_2",13,67,"anyQUD",7.52185925220163,1848,4
"2822",2822,40054,"summa.wav","any_QUD",17.8456333333333,497,2040,"No","trial_2",13,71,"anyQUD",7.62070508683826,2040,4
"2823",2823,40083,"summa.wav","any_QUD",9.49143333333333,498,1476,"No","trial_1",13,20,"anyQUD",7.29709100516042,1476,4
"2824",2824,40086,"summa.wav","any_QUD",9.49143333333333,498,1405,"No","trial_1",13,23,"anyQUD",7.24779258176785,1405,4
"2825",2825,40106,"summa.wav","any_QUD",9.49143333333333,498,1567,"No","trial_1",13,43,"anyQUD",7.35691824235602,1567,4
