"slide_number","slide_type","Answer.time_in_minutes","workerid","Answer.condition","audio","response","image","speaker_cond"
79,"trial_2",8.86733333333333,0,"age1-allQUD","none.wav","[1983, 'No']","2","age1-all"
80,"trial_2",8.86733333333333,0,"age1-allQUD","five.wav","[1597, 'Yes']","5","age1-all"
81,"trial_2",8.86733333333333,0,"age1-allQUD","all.wav","[1586, 'No']","0","age1-all"
82,"trial_2",8.86733333333333,0,"age1-allQUD","none.wav","[1276, 'Yes']","0","age1-all"
83,"trial_2",8.86733333333333,0,"age1-allQUD","eight.wav","[1427, 'Yes']","8","age1-all"
1,"bot_check",9.46383333333333,1,"age1-allQUD","","[0, 'Mary']","Mary","age1-all"
3,"audio_check",9.46383333333333,1,"age1-allQUD","","[0, 'Four']","","age1-all"
4,"comprehension_check_1",9.46383333333333,1,"age1-allQUD","","[0, 'Empty']","","age1-all"
6,"practice_trial",9.46383333333333,1,"age1-allQUD","none.wav","[2490, 'No']","13","age1-all"
7,"practice_trial",9.46383333333333,1,"age1-allQUD","all.wav","[2106, 'Yes']","13","age1-all"
8,"practice_trial",9.46383333333333,1,"age1-allQUD","all.wav","[1961, 'No']","0","age1-all"
9,"practice_trial",9.46383333333333,1,"age1-allQUD","none.wav","[2142, 'Yes']","0","age1-all"
11,"trial_1",9.46383333333333,1,"age1-allQUD","all.wav","[2200, 'Yes']","13","age1-all"
12,"trial_1",9.46383333333333,1,"age1-allQUD","eight.wav","[3924, 'Yes']","8","age1-all"
13,"trial_1",9.46383333333333,1,"age1-allQUD","four.wav","[2589, 'No']","5","age1-all"
14,"trial_1",9.46383333333333,1,"age1-allQUD","none.wav","[1949, 'Yes']","0","age1-all"
15,"trial_1",9.46383333333333,1,"age1-allQUD","summa.wav","[2099, 'No']","13","age1-all"
16,"trial_1",9.46383333333333,1,"age1-allQUD","all.wav","[2236, 'Yes']","13","age1-all"
17,"trial_1",9.46383333333333,1,"age1-allQUD","five.wav","[1914, 'No']","0","age1-all"
18,"trial_1",9.46383333333333,1,"age1-allQUD","two.wav","[1555, 'Yes']","2","age1-all"
19,"trial_1",9.46383333333333,1,"age1-allQUD","summa.wav","[2260, 'No']","0","age1-all"
20,"trial_1",9.46383333333333,1,"age1-allQUD","eight.wav","[1794, 'No']","13","age1-all"
21,"trial_1",9.46383333333333,1,"age1-allQUD","two.wav","[1909, 'Yes']","2","age1-all"
22,"trial_1",9.46383333333333,1,"age1-allQUD","all.wav","[1569, 'No']","5","age1-all"
23,"trial_1",9.46383333333333,1,"age1-allQUD","all.wav","[1894, 'No']","2","age1-all"
24,"trial_1",9.46383333333333,1,"age1-allQUD","eleven.wav","[5711, 'No']","8","age1-all"
25,"trial_1",9.46383333333333,1,"age1-allQUD","thirteen.wav","[5395, 'No']","11","age1-all"
26,"trial_1",9.46383333333333,1,"age1-allQUD","summa.wav","[2254, 'No']","13","age1-all"
27,"trial_1",9.46383333333333,1,"age1-allQUD","none.wav","[1825, 'No']","8","age1-all"
28,"trial_1",9.46383333333333,1,"age1-allQUD","summa.wav","[2010, 'Yes']","8","age1-all"
29,"trial_1",9.46383333333333,1,"age1-allQUD","all.wav","[1848, 'Yes']","13","age1-all"
30,"trial_1",9.46383333333333,1,"age1-allQUD","none.wav","[1607, 'No']","11","age1-all"
31,"trial_1",9.46383333333333,1,"age1-allQUD","two.wav","[1786, 'Yes']","2","age1-all"
32,"trial_1",9.46383333333333,1,"age1-allQUD","all.wav","[1458, 'No']","11","age1-all"
33,"trial_1",9.46383333333333,1,"age1-allQUD","two.wav","[1705, 'Yes']","2","age1-all"
34,"trial_1",9.46383333333333,1,"age1-allQUD","eight.wav","[3373, 'Yes']","8","age1-all"
35,"trial_1",9.46383333333333,1,"age1-allQUD","eleven.wav","[5740, 'Yes']","11","age1-all"
36,"trial_1",9.46383333333333,1,"age1-allQUD","none.wav","[1568, 'Yes']","0","age1-all"
37,"trial_1",9.46383333333333,1,"age1-allQUD","eleven.wav","[1412, 'No']","0","age1-all"
38,"trial_1",9.46383333333333,1,"age1-allQUD","all.wav","[2521, 'Yes']","13","age1-all"
39,"trial_1",9.46383333333333,1,"age1-allQUD","ten.wav","[2195, 'No']","5","age1-all"
40,"trial_1",9.46383333333333,1,"age1-allQUD","seven.wav","[1798, 'No']","11","age1-all"
41,"trial_1",9.46383333333333,1,"age1-allQUD","summa.wav","[1706, 'Yes']","5","age1-all"
42,"trial_1",9.46383333333333,1,"age1-allQUD","summa.wav","[1812, 'No']","0","age1-all"
43,"trial_1",9.46383333333333,1,"age1-allQUD","summa.wav","[1915, 'No']","13","age1-all"
44,"trial_1",9.46383333333333,1,"age1-allQUD","summa.wav","[1734, 'No']","13","age1-all"
45,"trial_1",9.46383333333333,1,"age1-allQUD","five.wav","[2051, 'Yes']","5","age1-all"
46,"trial_1",9.46383333333333,1,"age1-allQUD","all.wav","[1651, 'No']","0","age1-all"
47,"comprehension_check_2",9.46383333333333,1,"age1-allQUD","","[0, 'Empty']","","age1-all"
48,"trial_2",9.46383333333333,1,"age1-allQUD","one.wav","[1728, 'No']","11","age1-all"
49,"trial_2",9.46383333333333,1,"age1-allQUD","all.wav","[1623, 'No']","8","age1-all"
50,"trial_2",9.46383333333333,1,"age1-allQUD","two.wav","[2009, 'Yes']","2","age1-all"
51,"trial_2",9.46383333333333,1,"age1-allQUD","all.wav","[1944, 'Yes']","13","age1-all"
52,"trial_2",9.46383333333333,1,"age1-allQUD","eight.wav","[5173, 'Yes']","8","age1-all"
53,"trial_2",9.46383333333333,1,"age1-allQUD","summa.wav","[2020, 'Yes']","2","age1-all"
54,"trial_2",9.46383333333333,1,"age1-allQUD","ten.wav","[1933, 'No']","13","age1-all"
55,"trial_2",9.46383333333333,1,"age1-allQUD","two.wav","[1769, 'No']","5","age1-all"
56,"trial_2",9.46383333333333,1,"age1-allQUD","summa.wav","[1765, 'No']","13","age1-all"
57,"trial_2",9.46383333333333,1,"age1-allQUD","three.wav","[1415, 'No']","0","age1-all"
58,"trial_2",9.46383333333333,1,"age1-allQUD","eight.wav","[6072, 'Yes']","8","age1-all"
59,"trial_2",9.46383333333333,1,"age1-allQUD","summa.wav","[2370, 'No']","13","age1-all"
60,"trial_2",9.46383333333333,1,"age1-allQUD","all.wav","[1294, 'No']","5","age1-all"
61,"trial_2",9.46383333333333,1,"age1-allQUD","none.wav","[1745, 'No']","13","age1-all"
62,"trial_2",9.46383333333333,1,"age1-allQUD","five.wav","[2633, 'Yes']","5","age1-all"
63,"trial_2",9.46383333333333,1,"age1-allQUD","all.wav","[2057, 'Yes']","13","age1-all"
64,"trial_2",9.46383333333333,1,"age1-allQUD","none.wav","[1853, 'Yes']","0","age1-all"
65,"trial_2",9.46383333333333,1,"age1-allQUD","summa.wav","[1917, 'No']","0","age1-all"
66,"trial_2",9.46383333333333,1,"age1-allQUD","none.wav","[1558, 'No']","2","age1-all"
67,"trial_2",9.46383333333333,1,"age1-allQUD","all.wav","[1417, 'No']","11","age1-all"
68,"trial_2",9.46383333333333,1,"age1-allQUD","two.wav","[1634, 'No']","8","age1-all"
69,"trial_2",9.46383333333333,1,"age1-allQUD","two.wav","[1761, 'Yes']","2","age1-all"
70,"trial_2",9.46383333333333,1,"age1-allQUD","all.wav","[1690, 'Yes']","13","age1-all"
71,"trial_2",9.46383333333333,1,"age1-allQUD","summa.wav","[1789, 'No']","13","age1-all"
72,"trial_2",9.46383333333333,1,"age1-allQUD","five.wav","[1838, 'No']","13","age1-all"
73,"trial_2",9.46383333333333,1,"age1-allQUD","none.wav","[1857, 'Yes']","0","age1-all"
74,"trial_2",9.46383333333333,1,"age1-allQUD","summa.wav","[1716, 'No']","13","age1-all"
75,"trial_2",9.46383333333333,1,"age1-allQUD","summa.wav","[1953, 'No']","0","age1-all"
76,"trial_2",9.46383333333333,1,"age1-allQUD","five.wav","[1905, 'Yes']","5","age1-all"
77,"trial_2",9.46383333333333,1,"age1-allQUD","all.wav","[1417, 'No']","0","age1-all"
78,"trial_2",9.46383333333333,1,"age1-allQUD","eleven.wav","[5880, 'Yes']","11","age1-all"
79,"trial_2",9.46383333333333,1,"age1-allQUD","summa.wav","[1702, 'Yes']","11","age1-all"
80,"trial_2",9.46383333333333,1,"age1-allQUD","nine.wav","[1707, 'No']","5","age1-all"
81,"trial_2",9.46383333333333,1,"age1-allQUD","all.wav","[1834, 'Yes']","13","age1-all"
82,"trial_2",9.46383333333333,1,"age1-allQUD","eight.wav","[7848, 'Yes']","8","age1-all"
83,"trial_2",9.46383333333333,1,"age1-allQUD","twelve.wav","[1519, 'No']","2","age1-all"
1,"bot_check",14.6974166666667,2,"age1-allQUD","","[0, 'Jessica']","Jessica","age1-all"
3,"audio_check",14.6974166666667,2,"age1-allQUD","","[0, 'Four']","","age1-all"
4,"comprehension_check_1",14.6974166666667,2,"age1-allQUD","","[0, 'Empty']","","age1-all"
6,"practice_trial",14.6974166666667,2,"age1-allQUD","none.wav","[7618, 'No']","13","age1-all"
7,"practice_trial",14.6974166666667,2,"age1-allQUD","all.wav","[2077, 'Yes']","13","age1-all"
8,"practice_trial",14.6974166666667,2,"age1-allQUD","all.wav","[2589, 'No']","0","age1-all"
9,"practice_trial",14.6974166666667,2,"age1-allQUD","none.wav","[5244, 'No']","0","age1-all"
11,"trial_1",14.6974166666667,2,"age1-allQUD","eight.wav","[3418, 'No']","13","age1-all"
12,"trial_1",14.6974166666667,2,"age1-allQUD","eleven.wav","[5052, 'No']","8","age1-all"
13,"trial_1",14.6974166666667,2,"age1-allQUD","all.wav","[3046, 'Yes']","13","age1-all"
14,"trial_1",14.6974166666667,2,"age1-allQUD","summa.wav","[2870, 'No']","0","age1-all"
15,"trial_1",14.6974166666667,2,"age1-allQUD","five.wav","[2797, 'No']","0","age1-all"
16,"trial_1",14.6974166666667,2,"age1-allQUD","all.wav","[2069, 'Yes']","13","age1-all"
17,"trial_1",14.6974166666667,2,"age1-allQUD","eight.wav","[4267, 'Yes']","8","age1-all"
18,"trial_1",14.6974166666667,2,"age1-allQUD","summa.wav","[2835, 'No']","13","age1-all"
19,"trial_1",14.6974166666667,2,"age1-allQUD","two.wav","[1726, 'Yes']","2","age1-all"
20,"trial_1",14.6974166666667,2,"age1-allQUD","two.wav","[2828, 'Yes']","2","age1-all"
21,"trial_1",14.6974166666667,2,"age1-allQUD","all.wav","[2277, 'No']","5","age1-all"
22,"trial_1",14.6974166666667,2,"age1-allQUD","four.wav","[2628, 'No']","5","age1-all"
23,"trial_1",14.6974166666667,2,"age1-allQUD","none.wav","[2043, 'No']","0","age1-all"
24,"trial_1",14.6974166666667,2,"age1-allQUD","summa.wav","[3315, 'Yes']","8","age1-all"
25,"trial_1",14.6974166666667,2,"age1-allQUD","none.wav","[1980, 'No']","8","age1-all"
26,"trial_1",14.6974166666667,2,"age1-allQUD","all.wav","[2173, 'No']","2","age1-all"
27,"trial_1",14.6974166666667,2,"age1-allQUD","thirteen.wav","[6765, 'No']","11","age1-all"
28,"trial_1",14.6974166666667,2,"age1-allQUD","summa.wav","[5278, 'No']","13","age1-all"
29,"trial_1",14.6974166666667,2,"age1-allQUD","all.wav","[4441, 'Yes']","13","age1-all"
30,"trial_1",14.6974166666667,2,"age1-allQUD","eleven.wav","[6630, 'Yes']","11","age1-all"
31,"trial_1",14.6974166666667,2,"age1-allQUD","two.wav","[1595, 'Yes']","2","age1-all"
32,"trial_1",14.6974166666667,2,"age1-allQUD","eleven.wav","[1942, 'No']","0","age1-all"
33,"trial_1",14.6974166666667,2,"age1-allQUD","summa.wav","[2115, 'No']","13","age1-all"
34,"trial_1",14.6974166666667,2,"age1-allQUD","eight.wav","[3996, 'Yes']","8","age1-all"
35,"trial_1",14.6974166666667,2,"age1-allQUD","ten.wav","[1947, 'No']","5","age1-all"
36,"trial_1",14.6974166666667,2,"age1-allQUD","two.wav","[1757, 'Yes']","2","age1-all"
37,"trial_1",14.6974166666667,2,"age1-allQUD","none.wav","[2212, 'No']","11","age1-all"
38,"trial_1",14.6974166666667,2,"age1-allQUD","seven.wav","[2405, 'No']","11","age1-all"
39,"trial_1",14.6974166666667,2,"age1-allQUD","summa.wav","[1766, 'No']","13","age1-all"
40,"trial_1",14.6974166666667,2,"age1-allQUD","five.wav","[5532, 'Yes']","5","age1-all"
41,"trial_1",14.6974166666667,2,"age1-allQUD","summa.wav","[1660, 'No']","0","age1-all"
42,"trial_1",14.6974166666667,2,"age1-allQUD","summa.wav","[1917, 'Yes']","5","age1-all"
43,"trial_1",14.6974166666667,2,"age1-allQUD","all.wav","[1556, 'No']","0","age1-all"
44,"trial_1",14.6974166666667,2,"age1-allQUD","none.wav","[1509, 'No']","0","age1-all"
45,"trial_1",14.6974166666667,2,"age1-allQUD","all.wav","[1954, 'Yes']","13","age1-all"
46,"trial_1",14.6974166666667,2,"age1-allQUD","all.wav","[1590, 'No']","11","age1-all"
47,"comprehension_check_2",14.6974166666667,2,"age1-allQUD","","[0, 'Empty']","","age1-all"
48,"trial_2",14.6974166666667,2,"age1-allQUD","three.wav","[6044, 'No']","0","age1-all"
49,"trial_2",14.6974166666667,2,"age1-allQUD","summa.wav","[4876, 'Yes']","2","age1-all"
50,"trial_2",14.6974166666667,2,"age1-allQUD","two.wav","[1564, 'Yes']","2","age1-all"
51,"trial_2",14.6974166666667,2,"age1-allQUD","two.wav","[1893, 'No']","5","age1-all"
52,"trial_2",14.6974166666667,2,"age1-allQUD","one.wav","[1900, 'No']","11","age1-all"
53,"trial_2",14.6974166666667,2,"age1-allQUD","none.wav","[1452, 'No']","13","age1-all"
54,"trial_2",14.6974166666667,2,"age1-allQUD","summa.wav","[1588, 'No']","13","age1-all"
55,"trial_2",14.6974166666667,2,"age1-allQUD","five.wav","[1949, 'Yes']","5","age1-all"
56,"trial_2",14.6974166666667,2,"age1-allQUD","summa.wav","[12516, 'No']","13","age1-all"
57,"trial_2",14.6974166666667,2,"age1-allQUD","summa.wav","[1670, 'No']","0","age1-all"
58,"trial_2",14.6974166666667,2,"age1-allQUD","all.wav","[1508, 'No']","5","age1-all"
59,"trial_2",14.6974166666667,2,"age1-allQUD","all.wav","[3269, 'Yes']","13","age1-all"
60,"trial_2",14.6974166666667,2,"age1-allQUD","eight.wav","[5645, 'Yes']","8","age1-all"
61,"trial_2",14.6974166666667,2,"age1-allQUD","all.wav","[2100, 'No']","8","age1-all"
62,"trial_2",14.6974166666667,2,"age1-allQUD","none.wav","[1950, 'Yes']","0","age1-all"
63,"trial_2",14.6974166666667,2,"age1-allQUD","ten.wav","[5971, 'No']","13","age1-all"
64,"trial_2",14.6974166666667,2,"age1-allQUD","all.wav","[1340, 'Yes']","13","age1-all"
65,"trial_2",14.6974166666667,2,"age1-allQUD","eight.wav","[4478, 'Yes']","8","age1-all"
66,"trial_2",14.6974166666667,2,"age1-allQUD","twelve.wav","[1748, 'No']","2","age1-all"
67,"trial_2",14.6974166666667,2,"age1-allQUD","summa.wav","[2789, 'Yes']","11","age1-all"
68,"trial_2",14.6974166666667,2,"age1-allQUD","two.wav","[1811, 'No']","8","age1-all"
69,"trial_2",14.6974166666667,2,"age1-allQUD","none.wav","[1428, 'No']","2","age1-all"
70,"trial_2",14.6974166666667,2,"age1-allQUD","nine.wav","[4973, 'No']","5","age1-all"
71,"trial_2",14.6974166666667,2,"age1-allQUD","all.wav","[1861, 'No']","11","age1-all"
72,"trial_2",14.6974166666667,2,"age1-allQUD","eleven.wav","[5613, 'Yes']","11","age1-all"
73,"trial_2",14.6974166666667,2,"age1-allQUD","all.wav","[1563, 'Yes']","13","age1-all"
74,"trial_2",14.6974166666667,2,"age1-allQUD","five.wav","[1460, 'No']","13","age1-all"
75,"trial_2",14.6974166666667,2,"age1-allQUD","all.wav","[1779, 'Yes']","13","age1-all"
76,"trial_2",14.6974166666667,2,"age1-allQUD","none.wav","[1739, 'Yes']","0","age1-all"
77,"trial_2",14.6974166666667,2,"age1-allQUD","two.wav","[1339, 'Yes']","2","age1-all"
78,"trial_2",14.6974166666667,2,"age1-allQUD","summa.wav","[1555, 'No']","0","age1-all"
79,"trial_2",14.6974166666667,2,"age1-allQUD","eight.wav","[3787, 'Yes']","8","age1-all"
80,"trial_2",14.6974166666667,2,"age1-allQUD","all.wav","[1556, 'No']","0","age1-all"
81,"trial_2",14.6974166666667,2,"age1-allQUD","summa.wav","[2725, 'No']","13","age1-all"
82,"trial_2",14.6974166666667,2,"age1-allQUD","summa.wav","[1676, 'No']","13","age1-all"
83,"trial_2",14.6974166666667,2,"age1-allQUD","five.wav","[1683, 'Yes']","5","age1-all"
1,"bot_check",10.9324833333333,3,"age1-allQUD","","[0, 'Mary']","Mary","age1-all"
3,"audio_check",10.9324833333333,3,"age1-allQUD","","[0, 'Four']","","age1-all"
4,"comprehension_check_1",10.9324833333333,3,"age1-allQUD","","[0, 'Empty']","","age1-all"
6,"practice_trial",10.9324833333333,3,"age1-allQUD","none.wav","[1855, 'No']","13","age1-all"
7,"practice_trial",10.9324833333333,3,"age1-allQUD","all.wav","[1304, 'Yes']","13","age1-all"
8,"practice_trial",10.9324833333333,3,"age1-allQUD","all.wav","[1212, 'No']","0","age1-all"
9,"practice_trial",10.9324833333333,3,"age1-allQUD","none.wav","[1496, 'Yes']","0","age1-all"
11,"trial_1",10.9324833333333,3,"age1-allQUD","two.wav","[1742, 'Yes']","2","age1-all"
12,"trial_1",10.9324833333333,3,"age1-allQUD","eight.wav","[3472, 'No']","13","age1-all"
13,"trial_1",10.9324833333333,3,"age1-allQUD","all.wav","[1598, 'No']","2","age1-all"
14,"trial_1",10.9324833333333,3,"age1-allQUD","none.wav","[1722, 'No']","8","age1-all"
15,"trial_1",10.9324833333333,3,"age1-allQUD","summa.wav","[1846, 'Yes']","8","age1-all"
16,"trial_1",10.9324833333333,3,"age1-allQUD","thirteen.wav","[4985, 'No']","11","age1-all"
17,"trial_1",10.9324833333333,3,"age1-allQUD","summa.wav","[6023, 'Yes']","13","age1-all"
18,"trial_1",10.9324833333333,3,"age1-allQUD","five.wav","[1780, 'No']","0","age1-all"
19,"trial_1",10.9324833333333,3,"age1-allQUD","all.wav","[2026, 'No']","5","age1-all"
20,"trial_1",10.9324833333333,3,"age1-allQUD","summa.wav","[3329, 'Yes']","13","age1-all"
21,"trial_1",10.9324833333333,3,"age1-allQUD","four.wav","[2622, 'No']","5","age1-all"
22,"trial_1",10.9324833333333,3,"age1-allQUD","summa.wav","[2801, 'No']","0","age1-all"
23,"trial_1",10.9324833333333,3,"age1-allQUD","eleven.wav","[2373, 'No']","8","age1-all"
24,"trial_1",10.9324833333333,3,"age1-allQUD","none.wav","[1400, 'Yes']","0","age1-all"
25,"trial_1",10.9324833333333,3,"age1-allQUD","all.wav","[1374, 'Yes']","13","age1-all"
26,"trial_1",10.9324833333333,3,"age1-allQUD","eight.wav","[4638, 'Yes']","8","age1-all"
27,"trial_1",10.9324833333333,3,"age1-allQUD","two.wav","[1563, 'Yes']","2","age1-all"
28,"trial_1",10.9324833333333,3,"age1-allQUD","all.wav","[1563, 'Yes']","13","age1-all"
29,"trial_1",10.9324833333333,3,"age1-allQUD","none.wav","[1432, 'Yes']","0","age1-all"
30,"trial_1",10.9324833333333,3,"age1-allQUD","eleven.wav","[1809, 'No']","0","age1-all"
31,"trial_1",10.9324833333333,3,"age1-allQUD","all.wav","[2624, 'No']","0","age1-all"
32,"trial_1",10.9324833333333,3,"age1-allQUD","summa.wav","[2481, 'Yes']","13","age1-all"
33,"trial_1",10.9324833333333,3,"age1-allQUD","eleven.wav","[4431, 'Yes']","11","age1-all"
34,"trial_1",10.9324833333333,3,"age1-allQUD","summa.wav","[1597, 'No']","0","age1-all"
35,"trial_1",10.9324833333333,3,"age1-allQUD","all.wav","[1845, 'No']","11","age1-all"
36,"trial_1",10.9324833333333,3,"age1-allQUD","ten.wav","[3088, 'No']","5","age1-all"
37,"trial_1",10.9324833333333,3,"age1-allQUD","all.wav","[1653, 'Yes']","13","age1-all"
38,"trial_1",10.9324833333333,3,"age1-allQUD","two.wav","[1393, 'Yes']","2","age1-all"
39,"trial_1",10.9324833333333,3,"age1-allQUD","five.wav","[1399, 'Yes']","5","age1-all"
